Report Number,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,,,,
318,Nashik,106,COUNTERFEITING,67,M,None,Other Crime,5,No,,,,
319,Lucknow,330,VANDALISM,79,F,Other,Other Crime,13,No,,,,
320,Bangalore,190,ARSON,41,M,Knife,Fire Accident,2,No,,,,
321,Pune,446,FRAUD,45,M,Poison,Other Crime,7,No,,,,
322,Kolkata,503,TRAFFIC VIOLATION,62,M,None,Traffic Fatality,18,Yes,,,,
323,Bangalore,471,ARSON,64,F,Explosives,Fire Accident,18,No,,,,
324,Mumbai,526,FRAUD,67,M,Knife,Other Crime,6,No,,,,
325,Bangalore,589,SHOPLIFTING,67,F,Explosives,Other Crime,6,Yes,,,,
326,Visakhapatnam,344,VANDALISM,45,F,Explosives,Other Crime,9,No,,,,
327,Patna,470,ROBBERY,53,F,Poison,Violent Crime,15,No,,,,
328,Bangalore,506,BURGLARY,68,M,Firearm,Other Crime,6,No,,,,
329,Mumbai,187,ARSON,70,M,Knife,Fire Accident,7,No,,,,
330,Surat,570,DRUG OFFENSE,42,F,Other,Other Crime,5,Yes,,,,
331,Delhi,358,ARSON,15,F,Poison,Fire Accident,18,Yes,,,,
332,Delhi,586,ILLEGAL POSSESSION,57,M,Knife,Other Crime,17,Yes,,,,
333,Mumbai,534,COUNTERFEITING,70,M,Explosives,Other Crime,14,Yes,,,,
334,Hyderabad,225,VANDALISM,42,M,None,Other Crime,8,No,,,,
335,Bangalore,331,SHOPLIFTING,77,F,Poison,Other Crime,1,No,,,,
336,Ahmedabad,359,SHOPLIFTING,40,F,None,Other Crime,5,Yes,,,,
337,Delhi,574,COUNTERFEITING,53,F,Other,Other Crime,7,No,,,,
338,Faridabad,477,SEXUAL ASSAULT,21,M,Other,Violent Crime,12,Yes,,,,
339,Kanpur,419,DOMESTIC VIOLENCE,64,F,None,Violent Crime,6,Yes,,,,
340,Ahmedabad,167,PUBLIC INTOXICATION,36,F,Knife,Other Crime,13,Yes,,,,
341,Pune,101,ROBBERY,14,F,Knife,Violent Crime,12,Yes,,,,
342,Delhi,356,KIDNAPPING,30,F,Blunt Object,Other Crime,10,No,,,,
343,Pune,390,CYBERCRIME,46,M,Firearm,Other Crime,16,Yes,,,,
344,Ghaziabad,559,ASSAULT,48,F,None,Violent Crime,3,Yes,,,,
345,Meerut,344,SEXUAL ASSAULT,60,F,Firearm,Violent Crime,19,No,,,,
346,Delhi,385,BURGLARY,11,M,Firearm,Other Crime,13,No,,,,
347,Mumbai,236,DOMESTIC VIOLENCE,76,F,Other,Violent Crime,14,No,,,,
348,Delhi,277,ILLEGAL POSSESSION,55,M,Knife,Other Crime,13,Yes,,,,
349,Lucknow,343,TRAFFIC VIOLATION,17,F,None,Traffic Fatality,19,No,,,,
350,Bangalore,387,PUBLIC INTOXICATION,50,F,Poison,Other Crime,7,Yes,,,,
351,Pune,168,VEHICLE - STOLEN,73,F,Firearm,Violent Crime,2,No,,,,
352,Mumbai,270,CYBERCRIME,44,F,Blunt Object,Other Crime,11,Yes,,,,
353,Delhi,205,ILLEGAL POSSESSION,64,F,Explosives,Other Crime,12,Yes,,,,
354,Vasai,272,EXTORTION,78,F,Explosives,Other Crime,12,Yes,,,,
355,Nashik,226,HOMICIDE,54,F,Other,Other Crime,8,No,,,,
356,Pune,562,BURGLARY,25,F,Poison,Other Crime,19,No,,,,
357,Delhi,328,CYBERCRIME,44,M,Knife,Other Crime,11,No,,,,
358,Lucknow,224,DRUG OFFENSE,12,F,Firearm,Other Crime,2,No,,,,
359,Lucknow,503,ASSAULT,31,F,Other,Violent Crime,3,Yes,,,,
360,Kolkata,418,BURGLARY,14,F,Explosives,Other Crime,2,Yes,,,,
361,Meerut,568,ILLEGAL POSSESSION,14,M,Knife,Other Crime,9,No,,,,
362,Ludhiana,502,CYBERCRIME,26,F,Poison,Other Crime,17,Yes,,,,
363,Jaipur,227,ILLEGAL POSSESSION,51,F,Firearm,Other Crime,6,No,,,,
364,Nagpur,583,KIDNAPPING,11,F,None,Other Crime,16,No,,,,
365,Jaipur,417,IDENTITY THEFT,43,F,None,Violent Crime,15,No,,,,
366,Nagpur,512,FRAUD,69,M,None,Other Crime,14,No,,,,
367,Nashik,511,ILLEGAL POSSESSION,59,M,Knife,Other Crime,13,No,,,,
368,Chennai,392,KIDNAPPING,31,M,None,Other Crime,15,No,,,,
369,Indore,151,ILLEGAL POSSESSION,46,F,Explosives,Other Crime,7,No,,,,
370,Bangalore,213,COUNTERFEITING,28,M,Poison,Other Crime,19,Yes,,,,
371,Ghaziabad,339,EXTORTION,62,F,Knife,Other Crime,19,No,,,,
372,Delhi,286,FIREARM OFFENSE,36,F,Knife,Fire Accident,15,No,,,,
373,Delhi,282,SEXUAL ASSAULT,24,F,Blunt Object,Violent Crime,8,No,,,,
374,Meerut,552,DOMESTIC VIOLENCE,36,F,Other,Violent Crime,8,Yes,,,,
375,Delhi,510,DRUG OFFENSE,28,F,Other,Other Crime,11,No,,,,
376,Lucknow,558,BURGLARY,29,F,Blunt Object,Other Crime,19,Yes,,,,
377,Indore,432,BURGLARY,44,M,Blunt Object,Other Crime,18,Yes,,,,
378,Mumbai,103,BURGLARY,27,F,None,Other Crime,12,Yes,,,,
379,Delhi,456,DRUG OFFENSE,19,F,Knife,Other Crime,8,No,,,,
380,Ghaziabad,148,DRUG OFFENSE,36,F,Blunt Object,Other Crime,2,Yes,,,,
381,Surat,349,IDENTITY THEFT,69,F,Blunt Object,Violent Crime,6,Yes,,,,
382,Mumbai,587,IDENTITY THEFT,63,F,Poison,Violent Crime,3,Yes,,,,
383,Kanpur,102,SEXUAL ASSAULT,38,F,Other,Violent Crime,18,No,,,,
384,Thane,136,ILLEGAL POSSESSION,73,F,Explosives,Other Crime,9,No,,,,
385,Pune,203,COUNTERFEITING,57,M,Poison,Other Crime,9,No,,,,
386,Mumbai,159,IDENTITY THEFT,45,F,Firearm,Violent Crime,11,No,,,,
387,Indore,210,COUNTERFEITING,13,F,Poison,Other Crime,17,No,,,,
388,Rajkot,454,TRAFFIC VIOLATION,59,F,Poison,Traffic Fatality,12,Yes,,,,
389,Pune,118,IDENTITY THEFT,79,F,Other,Violent Crime,19,Yes,,,,
390,Nagpur,243,COUNTERFEITING,19,M,Explosives,Other Crime,12,No,,,,
391,Delhi,343,COUNTERFEITING,51,F,Firearm,Other Crime,19,No,,,,
392,Delhi,409,ILLEGAL POSSESSION,54,F,Knife,Other Crime,17,Yes,,,,
393,Lucknow,489,VEHICLE - STOLEN,54,M,Poison,Violent Crime,10,No,,,,
394,Mumbai,524,CYBERCRIME,56,M,Other,Other Crime,9,No,,,,
395,Ahmedabad,324,SHOPLIFTING,65,F,Other,Other Crime,4,No,,,,
396,Delhi,161,DOMESTIC VIOLENCE,35,F,Explosives,Violent Crime,8,No,,,,
397,Chennai,248,BURGLARY,69,M,Explosives,Other Crime,7,No,,,,
398,Jaipur,367,ROBBERY,78,F,Firearm,Violent Crime,1,Yes,,,,
399,Kanpur,378,COUNTERFEITING,19,F,Explosives,Other Crime,1,No,,,,
400,Mumbai,120,TRAFFIC VIOLATION,67,F,Knife,Traffic Fatality,19,No,,,,
401,Meerut,567,DRUG OFFENSE,66,F,Knife,Other Crime,3,No,,,,
402,Agra,169,BURGLARY,36,F,None,Other Crime,12,Yes,,,,
403,Kolkata,505,COUNTERFEITING,52,M,Other,Other Crime,15,No,,,,
404,Varanasi,280,IDENTITY THEFT,77,F,Explosives,Violent Crime,6,No,,,,
405,Pune,456,IDENTITY THEFT,38,F,None,Violent Crime,9,Yes,,,,
406,Srinagar,522,BURGLARY,14,F,Poison,Other Crime,7,Yes,,,,
407,Hyderabad,305,EXTORTION,69,M,Other,Other Crime,1,No,,,,
408,Varanasi,491,DOMESTIC VIOLENCE,52,F,Poison,Violent Crime,19,Yes,,,,
409,Kanpur,219,PUBLIC INTOXICATION,72,M,Explosives,Other Crime,18,No,,,,
410,Chennai,505,SHOPLIFTING,49,F,Explosives,Other Crime,11,Yes,,,,
411,Kolkata,500,FIREARM OFFENSE,29,M,Poison,Fire Accident,7,Yes,,,,
412,Mumbai,129,KIDNAPPING,46,M,Knife,Other Crime,17,Yes,,,,
413,Bangalore,213,VEHICLE - STOLEN,60,F,Other,Violent Crime,12,Yes,,,,
414,Delhi,267,FRAUD,30,F,None,Other Crime,14,No,,,,
415,Patna,371,VEHICLE - STOLEN,52,F,Knife,Violent Crime,2,Yes,,,,
416,Ahmedabad,481,COUNTERFEITING,23,F,Knife,Other Crime,10,No,,,,
417,Thane,532,SHOPLIFTING,47,F,Explosives,Other Crime,9,Yes,,,,
418,Delhi,342,ROBBERY,36,M,Knife,Violent Crime,2,Yes,,,,
419,Ludhiana,237,DOMESTIC VIOLENCE,40,M,Knife,Violent Crime,16,Yes,,,,
420,Jaipur,205,ROBBERY,12,F,None,Violent Crime,17,Yes,,,,
421,Ghaziabad,142,SEXUAL ASSAULT,66,F,None,Violent Crime,15,No,,,,
422,Chennai,367,BURGLARY,33,F,Other,Other Crime,1,No,,,,
423,Hyderabad,163,KIDNAPPING,28,M,None,Other Crime,9,Yes,,,,
424,Mumbai,342,TRAFFIC VIOLATION,40,F,Knife,Traffic Fatality,19,No,,,,
425,Lucknow,539,ILLEGAL POSSESSION,45,M,None,Other Crime,9,Yes,,,,
426,Kolkata,176,CYBERCRIME,73,F,Blunt Object,Other Crime,16,No,,,,
427,Hyderabad,566,EXTORTION,29,F,Explosives,Other Crime,15,Yes,,,,
428,Bangalore,250,FIREARM OFFENSE,33,F,Poison,Fire Accident,3,Yes,,,,
429,Hyderabad,557,ILLEGAL POSSESSION,16,M,Other,Other Crime,2,No,,,,
430,Delhi,471,BURGLARY,46,F,Blunt Object,Other Crime,5,Yes,,,,
431,Jaipur,232,IDENTITY THEFT,14,F,Other,Violent Crime,9,Yes,,,,
432,Mumbai,456,ILLEGAL POSSESSION,76,F,Firearm,Other Crime,8,No,,,,
433,Kalyan,467,BURGLARY,61,M,Explosives,Other Crime,14,No,,,,
434,Jaipur,598,SEXUAL ASSAULT,45,M,Poison,Violent Crime,4,No,,,,
435,Jaipur,368,FRAUD,13,F,Poison,Other Crime,18,Yes,,,,
436,Delhi,523,BURGLARY,53,F,Knife,Other Crime,7,Yes,,,,
437,Surat,319,ROBBERY,17,M,None,Violent Crime,6,No,,,,
438,Delhi,300,PUBLIC INTOXICATION,18,F,Other,Other Crime,10,Yes,,,,
439,Delhi,298,BURGLARY,18,F,None,Other Crime,4,No,,,,
440,Meerut,217,DRUG OFFENSE,79,F,Firearm,Other Crime,10,Yes,,,,
441,Mumbai,357,VANDALISM,28,M,Blunt Object,Other Crime,8,No,,,,
442,Delhi,196,FIREARM OFFENSE,79,F,None,Fire Accident,1,No,,,,
443,Jaipur,588,SEXUAL ASSAULT,78,F,None,Violent Crime,19,Yes,,,,
444,Nagpur,502,VEHICLE - STOLEN,22,F,Blunt Object,Violent Crime,12,No,,,,
445,Hyderabad,242,ILLEGAL POSSESSION,31,F,None,Other Crime,6,Yes,,,,
446,Rajkot,556,SEXUAL ASSAULT,54,M,None,Violent Crime,6,No,,,,
447,Surat,567,KIDNAPPING,35,F,Other,Other Crime,4,Yes,,,,
448,Chennai,571,VEHICLE - STOLEN,64,F,None,Violent Crime,16,Yes,,,,
449,Pune,253,COUNTERFEITING,30,F,Explosives,Other Crime,15,Yes,,,,
450,Delhi,117,SEXUAL ASSAULT,69,M,None,Violent Crime,13,No,,,,
451,Delhi,118,IDENTITY THEFT,42,F,Poison,Violent Crime,16,No,,,,
452,Bhopal,551,FIREARM OFFENSE,68,M,Firearm,Fire Accident,11,Yes,,,,
453,Kolkata,388,ROBBERY,55,F,None,Violent Crime,3,Yes,,,,
454,Mumbai,192,CYBERCRIME,70,F,Knife,Other Crime,13,Yes,,,,
455,Hyderabad,292,CYBERCRIME,68,F,Poison,Other Crime,14,Yes,,,,
456,Jaipur,569,BURGLARY,56,F,Blunt Object,Other Crime,7,No,,,,
457,Pune,421,VANDALISM,62,M,Knife,Other Crime,18,Yes,,,,
458,Mumbai,283,ARSON,62,M,Poison,Fire Accident,6,Yes,,,,
459,Pune,398,CYBERCRIME,44,F,Poison,Other Crime,19,No,,,,
460,Surat,284,COUNTERFEITING,58,M,Blunt Object,Other Crime,7,Yes,,,,
461,Kolkata,281,FRAUD,27,M,Blunt Object,Other Crime,19,No,,,,
462,Kolkata,561,SHOPLIFTING,73,F,Blunt Object,Other Crime,18,No,,,,
463,Visakhapatnam,441,COUNTERFEITING,54,M,Blunt Object,Other Crime,5,Yes,,,,
464,Pune,161,DOMESTIC VIOLENCE,59,F,Explosives,Violent Crime,17,Yes,,,,
465,Delhi,154,FRAUD,27,F,None,Other Crime,10,Yes,,,,
466,Indore,518,ARSON,53,F,Other,Fire Accident,1,Yes,,,,
467,Chennai,208,FRAUD,39,M,Knife,Other Crime,13,Yes,,,,
468,Delhi,354,DRUG OFFENSE,67,F,Blunt Object,Other Crime,12,Yes,,,,
469,Patna,471,ARSON,74,F,Knife,Fire Accident,1,Yes,,,,
470,Ghaziabad,576,TRAFFIC VIOLATION,72,F,Other,Traffic Fatality,15,No,,,,
471,Pune,462,COUNTERFEITING,58,M,None,Other Crime,16,No,,,,
472,Kanpur,594,ILLEGAL POSSESSION,76,F,Firearm,Other Crime,14,No,,,,
473,Ludhiana,182,PUBLIC INTOXICATION,43,F,Knife,Other Crime,17,Yes,,,,
474,Nagpur,426,COUNTERFEITING,45,M,Blunt Object,Other Crime,6,Yes,,,,
475,Agra,570,FIREARM OFFENSE,28,F,Blunt Object,Fire Accident,10,No,,,,
476,Delhi,412,SEXUAL ASSAULT,67,F,Explosives,Violent Crime,4,No,,,,
477,Hyderabad,201,ROBBERY,47,M,Other,Violent Crime,9,Yes,,,,
478,Mumbai,571,BURGLARY,77,F,Firearm,Other Crime,6,No,,,,
479,Meerut,398,SHOPLIFTING,57,M,Other,Other Crime,17,Yes,,,,
480,Kolkata,471,BURGLARY,54,F,Other,Other Crime,17,No,,,,
481,Bangalore,552,SEXUAL ASSAULT,39,F,None,Violent Crime,9,Yes,,,,
482,Ahmedabad,115,HOMICIDE,12,M,Poison,Other Crime,7,Yes,,,,
483,Hyderabad,296,VEHICLE - STOLEN,24,F,Explosives,Violent Crime,11,No,,,,
484,Surat,423,FRAUD,17,M,Knife,Other Crime,9,No,,,,
485,Hyderabad,189,TRAFFIC VIOLATION,11,F,None,Traffic Fatality,10,No,,,,
486,Ghaziabad,380,BURGLARY,15,M,Other,Other Crime,17,Yes,,,,
487,Delhi,167,EXTORTION,48,M,Firearm,Other Crime,3,No,,,,
488,Chennai,242,CYBERCRIME,32,F,Poison,Other Crime,3,Yes,,,,
489,Delhi,366,IDENTITY THEFT,65,M,Explosives,Violent Crime,11,No,,,,
490,Mumbai,305,COUNTERFEITING,21,F,None,Other Crime,19,No,,,,
491,Chennai,510,SHOPLIFTING,60,M,Other,Other Crime,3,Yes,,,,
492,Delhi,528,DRUG OFFENSE,40,F,Blunt Object,Other Crime,9,No,,,,
493,Ahmedabad,283,VANDALISM,54,F,Other,Other Crime,13,No,,,,
494,Mumbai,316,VEHICLE - STOLEN,28,F,Firearm,Violent Crime,17,Yes,,,,
495,Jaipur,288,IDENTITY THEFT,63,F,Firearm,Violent Crime,19,Yes,,,,
496,Ludhiana,515,FIREARM OFFENSE,21,M,Explosives,Fire Accident,12,No,,,,
497,Kolkata,529,VEHICLE - STOLEN,75,M,Firearm,Violent Crime,6,Yes,,,,
498,Mumbai,444,BURGLARY,16,F,Poison,Other Crime,7,No,,,,
499,Bangalore,401,BURGLARY,31,F,Explosives,Other Crime,3,Yes,,,,
500,Chennai,580,ARSON,67,F,Knife,Fire Accident,3,Yes,,,,
501,Mumbai,408,SHOPLIFTING,18,M,None,Other Crime,19,Yes,,,,
502,Bangalore,485,IDENTITY THEFT,59,F,Blunt Object,Violent Crime,4,No,,,,
503,Bangalore,541,ASSAULT,41,F,Blunt Object,Violent Crime,1,No,,,,
504,Pune,522,SHOPLIFTING,70,F,Blunt Object,Other Crime,19,Yes,,,,
505,Nagpur,334,CYBERCRIME,62,F,Other,Other Crime,6,No,,,,
506,Kolkata,464,HOMICIDE,16,F,Explosives,Other Crime,5,Yes,,,,
507,Chennai,402,SEXUAL ASSAULT,32,F,Blunt Object,Violent Crime,2,No,,,,
508,Jaipur,372,COUNTERFEITING,10,F,Poison,Other Crime,19,No,,,,
509,Delhi,508,ARSON,48,M,Other,Fire Accident,18,No,,,,
510,Delhi,210,DRUG OFFENSE,58,M,Firearm,Other Crime,4,No,,,,
511,Meerut,389,KIDNAPPING,26,F,Explosives,Other Crime,19,No,,,,
512,Meerut,374,PUBLIC INTOXICATION,65,F,Poison,Other Crime,10,Yes,,,,
513,Jaipur,597,EXTORTION,71,F,None,Other Crime,11,Yes,,,,
514,Nashik,510,COUNTERFEITING,62,M,Other,Other Crime,6,Yes,,,,
515,Jaipur,404,COUNTERFEITING,43,F,Other,Other Crime,3,Yes,,,,
516,Delhi,454,FRAUD,69,M,Explosives,Other Crime,10,Yes,,,,
517,Kalyan,360,FIREARM OFFENSE,12,F,Blunt Object,Fire Accident,10,No,,,,
518,Bangalore,371,HOMICIDE,19,F,None,Other Crime,4,No,,,,
519,Delhi,520,FIREARM OFFENSE,26,F,Blunt Object,Fire Accident,1,No,,,,
520,Chennai,128,SEXUAL ASSAULT,66,F,Blunt Object,Violent Crime,8,No,,,,
521,Mumbai,259,ROBBERY,73,F,Firearm,Violent Crime,2,Yes,,,,
522,Meerut,131,ARSON,61,F,None,Fire Accident,5,No,,,,
523,Ludhiana,428,COUNTERFEITING,64,M,Firearm,Other Crime,19,Yes,,,,
524,Delhi,336,VEHICLE - STOLEN,34,F,Other,Violent Crime,2,Yes,,,,
525,Delhi,369,SHOPLIFTING,47,F,Knife,Other Crime,2,No,,,,
526,Hyderabad,460,HOMICIDE,11,F,Explosives,Other Crime,12,Yes,,,,
527,Lucknow,252,VANDALISM,14,F,Blunt Object,Other Crime,1,No,,,,
528,Vasai,137,COUNTERFEITING,38,F,Poison,Other Crime,9,Yes,,,,
529,Hyderabad,407,VANDALISM,43,F,Other,Other Crime,7,No,,,,
530,Bangalore,423,KIDNAPPING,22,F,Poison,Other Crime,5,No,,,,
531,Ahmedabad,395,FIREARM OFFENSE,13,M,Explosives,Fire Accident,2,Yes,,,,
532,Visakhapatnam,466,DOMESTIC VIOLENCE,33,M,Other,Violent Crime,4,Yes,,,,
533,Rajkot,403,HOMICIDE,49,M,Knife,Other Crime,16,Yes,,,,
534,Delhi,129,COUNTERFEITING,74,M,Other,Other Crime,8,Yes,,,,
535,Chennai,203,VEHICLE - STOLEN,47,F,Poison,Violent Crime,3,No,,,,
536,Pune,564,EXTORTION,68,F,Knife,Other Crime,4,Yes,,,,
537,Kolkata,265,SEXUAL ASSAULT,26,M,Poison,Violent Crime,7,Yes,,,,
538,Pune,336,IDENTITY THEFT,34,M,Blunt Object,Violent Crime,4,No,,,,
539,Mumbai,273,ILLEGAL POSSESSION,52,M,Other,Other Crime,3,No,,,,
540,Patna,311,ARSON,59,F,Other,Fire Accident,14,No,,,,
541,Mumbai,398,COUNTERFEITING,29,M,Firearm,Other Crime,14,Yes,,,,
542,Delhi,186,CYBERCRIME,11,M,Blunt Object,Other Crime,5,No,,,,
543,Ahmedabad,337,KIDNAPPING,78,F,Firearm,Other Crime,17,No,,,,
544,Jaipur,195,PUBLIC INTOXICATION,24,F,Other,Other Crime,3,Yes,,,,
545,Ghaziabad,213,VEHICLE - STOLEN,31,F,Firearm,Violent Crime,15,No,,,,
546,Kolkata,181,BURGLARY,14,F,Other,Other Crime,2,No,,,,
547,Mumbai,536,ILLEGAL POSSESSION,64,M,Blunt Object,Other Crime,9,Yes,,,,
548,Chennai,384,ASSAULT,73,F,Knife,Violent Crime,1,No,,,,
549,Ludhiana,577,ASSAULT,48,M,Poison,Violent Crime,9,No,,,,
550,Mumbai,418,FIREARM OFFENSE,30,M,Firearm,Fire Accident,13,Yes,,,,
551,Mumbai,262,ILLEGAL POSSESSION,61,F,Knife,Other Crime,3,No,,,,
552,Ghaziabad,520,SEXUAL ASSAULT,13,F,Explosives,Violent Crime,9,Yes,,,,
553,Mumbai,377,ROBBERY,79,F,Knife,Violent Crime,9,Yes,,,,
554,Pune,351,TRAFFIC VIOLATION,36,M,Knife,Traffic Fatality,18,No,,,,
555,Ludhiana,367,KIDNAPPING,11,F,Explosives,Other Crime,17,Yes,,,,
556,Hyderabad,316,KIDNAPPING,37,M,Knife,Other Crime,13,No,,,,
557,Nagpur,465,TRAFFIC VIOLATION,43,F,None,Traffic Fatality,2,Yes,,,,
558,Ludhiana,415,ROBBERY,51,F,Firearm,Violent Crime,5,Yes,,,,
559,Bangalore,290,ROBBERY,53,F,Knife,Violent Crime,7,No,,,,
560,Nagpur,585,PUBLIC INTOXICATION,71,F,Other,Other Crime,5,No,,,,
561,Chennai,212,VANDALISM,75,M,Explosives,Other Crime,17,No,,,,
562,Kolkata,342,VANDALISM,20,M,Poison,Other Crime,17,No,,,,
563,Jaipur,293,SHOPLIFTING,61,F,Knife,Other Crime,3,Yes,,,,
564,Mumbai,341,PUBLIC INTOXICATION,27,M,Knife,Other Crime,10,No,,,,
565,Pune,458,VANDALISM,63,F,Other,Other Crime,11,No,,,,
566,Chennai,514,KIDNAPPING,48,M,Other,Other Crime,9,No,,,,
567,Hyderabad,306,VEHICLE - STOLEN,30,F,None,Violent Crime,7,No,,,,
568,Kolkata,176,SEXUAL ASSAULT,73,F,Firearm,Violent Crime,18,Yes,,,,
569,Mumbai,474,FIREARM OFFENSE,67,F,Other,Fire Accident,13,No,,,,
570,Indore,461,ASSAULT,10,F,Knife,Violent Crime,17,Yes,,,,
571,Visakhapatnam,495,CYBERCRIME,21,F,Knife,Other Crime,18,Yes,,,,
572,Bangalore,264,ARSON,75,F,None,Fire Accident,4,No,,,,
573,Vasai,386,VEHICLE - STOLEN,44,F,Explosives,Violent Crime,2,No,,,,
574,Delhi,280,DRUG OFFENSE,31,F,None,Other Crime,9,Yes,,,,
575,Ahmedabad,589,IDENTITY THEFT,13,F,None,Violent Crime,4,Yes,,,,
576,Varanasi,522,FIREARM OFFENSE,30,F,Firearm,Fire Accident,18,Yes,,,,
577,Hyderabad,224,VEHICLE - STOLEN,51,F,Other,Violent Crime,11,No,,,,
578,Mumbai,333,IDENTITY THEFT,27,F,Firearm,Violent Crime,3,No,,,,
579,Kanpur,293,ROBBERY,21,F,None,Violent Crime,2,No,,,,
580,Ludhiana,154,FIREARM OFFENSE,56,F,Knife,Fire Accident,13,No,,,,
581,Bangalore,355,PUBLIC INTOXICATION,72,M,Firearm,Other Crime,2,No,,,,
582,Delhi,196,VANDALISM,69,M,Poison,Other Crime,4,Yes,,,,
583,Pune,377,EXTORTION,13,M,Other,Other Crime,4,Yes,,,,
584,Mumbai,342,BURGLARY,22,F,Poison,Other Crime,8,No,,,,
585,Ludhiana,574,DRUG OFFENSE,25,F,Knife,Other Crime,7,No,,,,
586,Agra,264,PUBLIC INTOXICATION,40,F,Poison,Other Crime,4,No,,,,
587,Chennai,253,ARSON,16,F,Firearm,Fire Accident,3,No,,,,
588,Jaipur,273,BURGLARY,59,M,None,Other Crime,4,Yes,,,,
589,Nagpur,299,SHOPLIFTING,65,F,Knife,Other Crime,2,No,,,,
590,Jaipur,572,KIDNAPPING,53,F,Knife,Other Crime,5,Yes,,,,
591,Kolkata,320,IDENTITY THEFT,16,M,Blunt Object,Violent Crime,7,Yes,,,,
592,Bangalore,500,ROBBERY,20,F,Poison,Violent Crime,14,No,,,,
593,Bangalore,452,CYBERCRIME,65,F,Other,Other Crime,8,No,,,,
594,Hyderabad,491,VEHICLE - STOLEN,24,M,Blunt Object,Violent Crime,7,No,,,,
595,Srinagar,515,EXTORTION,55,F,Explosives,Other Crime,11,No,,,,
596,Bangalore,509,SHOPLIFTING,11,F,Poison,Other Crime,9,Yes,,,,
597,Pune,202,PUBLIC INTOXICATION,12,F,Explosives,Other Crime,14,Yes,,,,
598,Chennai,337,TRAFFIC VIOLATION,35,F,Other,Traffic Fatality,16,Yes,,,,
599,Bangalore,375,DOMESTIC VIOLENCE,70,M,Explosives,Violent Crime,9,Yes,,,,
600,Mumbai,527,IDENTITY THEFT,55,F,Poison,Violent Crime,17,No,,,,
601,Jaipur,397,SHOPLIFTING,41,M,Firearm,Other Crime,12,Yes,,,,
602,Nagpur,188,HOMICIDE,41,F,Firearm,Other Crime,2,Yes,,,,
603,Mumbai,287,ROBBERY,41,F,Knife,Violent Crime,6,Yes,,,,
604,Jaipur,425,VEHICLE - STOLEN,46,F,None,Violent Crime,18,Yes,,,,
605,Bangalore,297,TRAFFIC VIOLATION,78,F,Knife,Traffic Fatality,15,No,,,,
606,Chennai,459,CYBERCRIME,20,F,Explosives,Other Crime,5,Yes,,,,
607,Delhi,486,ROBBERY,15,F,Poison,Violent Crime,3,Yes,,,,
608,Bangalore,101,BURGLARY,70,M,Poison,Other Crime,13,No,,,,
609,Jaipur,313,CYBERCRIME,52,M,Explosives,Other Crime,16,No,,,,
610,Mumbai,232,EXTORTION,38,F,Knife,Other Crime,15,Yes,,,,
611,Lucknow,109,BURGLARY,16,F,Firearm,Other Crime,16,No,,,,
612,Pune,514,FRAUD,32,F,Other,Other Crime,6,Yes,,,,
613,Srinagar,501,COUNTERFEITING,29,M,None,Other Crime,15,Yes,,,,
614,Indore,511,FIREARM OFFENSE,25,F,Other,Fire Accident,17,Yes,,,,
615,Mumbai,253,EXTORTION,46,F,Poison,Other Crime,3,Yes,,,,
616,Pune,329,DRUG OFFENSE,70,F,Explosives,Other Crime,11,Yes,,,,
617,Delhi,120,PUBLIC INTOXICATION,51,M,Other,Other Crime,13,No,,,,
618,Delhi,461,DRUG OFFENSE,42,F,Poison,Other Crime,3,Yes,,,,
619,Bangalore,402,COUNTERFEITING,25,M,Other,Other Crime,18,No,,,,
620,Delhi,400,EXTORTION,34,F,Firearm,Other Crime,9,Yes,,,,
621,Kolkata,220,IDENTITY THEFT,53,M,Explosives,Violent Crime,15,No,,,,
622,Mumbai,489,ILLEGAL POSSESSION,77,F,Firearm,Other Crime,11,Yes,,,,
623,Bhopal,399,DOMESTIC VIOLENCE,48,F,Blunt Object,Violent Crime,14,Yes,,,,
624,Mumbai,184,ROBBERY,46,M,Blunt Object,Violent Crime,7,No,,,,
625,Srinagar,374,PUBLIC INTOXICATION,66,F,Firearm,Other Crime,15,No,,,,
626,Agra,391,PUBLIC INTOXICATION,47,M,None,Other Crime,17,Yes,,,,
627,Kalyan,202,TRAFFIC VIOLATION,77,M,None,Traffic Fatality,18,Yes,,,,
628,Ahmedabad,187,HOMICIDE,12,M,Poison,Other Crime,12,Yes,,,,
629,Kolkata,427,COUNTERFEITING,59,F,Firearm,Other Crime,18,No,,,,
630,Pune,462,SHOPLIFTING,19,M,None,Other Crime,3,Yes,,,,
631,Chennai,296,SHOPLIFTING,18,F,None,Other Crime,3,Yes,,,,
632,Delhi,501,CYBERCRIME,25,F,Poison,Other Crime,7,No,,,,
633,Agra,267,CYBERCRIME,60,F,Knife,Other Crime,8,Yes,,,,
634,Mumbai,182,CYBERCRIME,32,F,None,Other Crime,2,Yes,,,,
635,Chennai,379,SHOPLIFTING,28,F,Knife,Other Crime,10,Yes,,,,
636,Indore,455,ROBBERY,35,F,Blunt Object,Violent Crime,2,No,,,,
637,Lucknow,325,BURGLARY,49,F,None,Other Crime,3,Yes,,,,
638,Lucknow,298,CYBERCRIME,79,F,Poison,Other Crime,9,No,,,,
639,Kolkata,470,DOMESTIC VIOLENCE,37,F,Explosives,Violent Crime,11,Yes,,,,
